worker_id,task_id,task_response_id,Tweet,Tweet Text
9RHJY2Q9ZTEG,6a43bd42-6a29-40b2-a2dd-7c01566e60f4,d68c0c0d-6b06-4115-aef5-570be8c35c1d,https://twitter.com/jayfanessin/status/1544531977113583616,These politicians are a bunch of controlled puppets. It’s a comedy show Learn to laugh at these retards
KEMPHTDC6KGH,eee49a77-27a0-4b38-84df-02927647f763,1a78c294-1a84-4593-a2cb-5bf809cb2497,https://twitter.com/Irreverent_rant/status/1502369095823601671,"I reckon #Putin has been eating live Monkey Brains given to him by the dirty filthy #Chinese people @SCMPNews
@bbcnews
will know so will @cnn
#CNN"
CAG2KV7YTM69,d47468f1-26e7-4006-9f4f-d4682bcfd08d,a5c78cfe-3661-4b21-b7b8-d99faec130a2,https://twitter.com/Shinobuphil3/status/1545277398433669120,"They call me the vape of nanking because i be blowing clouds inside you chinks
#HeilAbe
#FourteenEightyEightyTeenSex"
KEMPHTDC6KGH,1c4e8b0f-4f1f-47fa-a1c5-b63ed887a625,6bfaf125-779a-46ac-8097-68a3d5c850bf,https://twitter.com/Elle_glen/status/375414480525852672,"Why do I attract the arab packi's on facebook, fuck offff"
KEMPHTDC6KGH,3c0305f0-4a89-41b6-97ff-01c701b0f934,d30f25d0-1292-46d8-9a98-ccda2c8a8b35,https://twitter.com/robloxIover/status/504738782848249856,dude your a grown ass beaner. you have no right to talk to me you boarder hopper. Now mow my lawn and go occupy the taco stand
9RHJY2Q9ZTEG,8a55841c-77f1-46e2-acc9-40650f894ab7,b6cd47d1-94a8-498c-b686-ccb86a7f4277,https://twitter.com/Flossy68454813/status/1544553519662997504,I always thought it was rather shortsighted of Boris Johnson to have two Asians working side-by-side with him they work for themselves not for anybody else
9RHJY2Q9ZTEG,a9069009-36e9-40de-b12d-68b7f2950f3e,b27d72ce-4916-44c9-bdd9-eb32e6cd9ddd,https://twitter.com/JarJarBinkGroyp/status/1544540724548485120,"Well yeah but let's be clear, sending blacks away was part of mainstream American political discourse basically up until WW2. Lincoln had this opinion lol. It's not like it's lunacy to suggest it"
9RHJY2Q9ZTEG,21621458-b9ba-464e-b36f-a41551582d56,55a29917-25c6-445f-bdae-079da31568f6,https://twitter.com/Turkenschmidt/status/1544531725681709057,The fact that theres tens of millions of Americans that hear this retard talk and not only think it's coherent but agree with it is beyond depressing and honestly just makes it hard not to just give up
9KNVR6X2DWC4,437ccd29-058f-41a8-9f62-81a60a1783d1,ff4c6a4f-4ad2-4780-ad17-fd8f527675c3,https://twitter.com/FolkistKitty/status/1547097966397333506,more like #WeAreΝiggеrs
KEMPHTDC6KGH,91f045e3-6389-4491-aad2-98c94420e1b3,05a4ec74-f4f5-4728-9c85-b951eddd4ed6,https://twitter.com/HermesTrading1/status/1545177112499421191,Japs are beyond stupid. Dying old society with no prospects.
7ZGW996YFZ6X,a91c1a3e-f5d4-457a-9d69-9317b885c0f0,e47295a4-fb17-4952-884b-f8efc5e37a61,https://twitter.com/JimStalker6/status/1544357078885695489,Ellen Page is a woman. No amount of surgery or hormone therapy will ever make her a man. That’s reality.
KEMPHTDC6KGH,7989b597-1a2b-4d63-b950-561285bc82b9,c7b85b3c-a790-4021-af93-9ea44c26e797,https://twitter.com/championtenza/status/1543866407548588033,"So, if there were 2.4 million Jews in German occupied Europe, then how did Hitler's Nazi kill 6 million Jews in the ""holocaust"" which, as we're forever told, happened in Nazi Germany?"
9ZWEE9M34YRV,ca815ed6-6c41-45fc-b4d9-9094d737e592,bd7640f2-d75d-465e-9023-d3e679fd7fb3,https://twitter.com/geertwilderspvv/status/1544733875015933953,"Every time something like #Udaipur or #NupurSharma happens, we should storm the internet with cartoons of Muhammed. We have to normalize blasphemy, for they cannot kill us all. And eventually these terror attacks will stop. We could even introduce an International blasphemy day."
9RHJY2Q9ZTEG,8ab8fa70-c689-450b-98c7-236ce1c32291,36c92e57-fbf5-425b-ba32-3363c02f9ce4,https://twitter.com/johnsnorton1/status/1544539058038513665,"But none of the blacks that murdered and shot BLACKS at the weekend in Chicago have been identified.
That is the real story and it has gone on for decades.
BLACKS control everything in Chicago"
KEMPHTDC6KGH,13932d8c-10b2-4137-982b-cba313c3ae3c,a252959d-aba0-47c5-861a-d9cfbbeffded,https://twitter.com/Christo42570221/status/1545772370014572544,You let these dirty Asians these dirty nasty Mexicans come in from a third world mentality uneducated no high school diploma allow a manager sexual offender to rape a 14-year-old employee this was what get corporations burn to the ground
9RHJY2Q9ZTEG,da087df5-5288-4709-9559-9468f136db04,a396c96a-4d35-4ece-aac3-347c1a88736a,https://twitter.com/kingaiming1/status/1553276812821729284,fuck that chink
KEMPHTDC6KGH,f40606e2-709a-409a-be69-2ce9c1b0c750,9b7ba7e2-b46a-48a9-a78c-08f85151df63,https://twitter.com/YoRemzy_/status/1504173000836403208,Death to all blacks
9ZWEE9M34YRV,f2f0fc96-3987-411e-ab21-bc7aa3cebd41,03817e27-4048-4379-9fb3-d29a5e74fb7d,https://twitter.com/shimofruit/status/1457726552087597059,Right wingers when you ask them how long it takes it bake 6 million cookies with only 4 ovens
HRNJRA6TQGAK,9aa18211-e49a-41c6-8626-36697ad1c6f1,954c0ac7-8a36-4c16-a16a-d2a8af309823,https://twitter.com/SaiyanMonkeyMan/status/1545223283997638656,i’m goku faggot
9ZWEE9M34YRV,8b5222e8-9ee2-4e32-aa2e-7a3970626ee2,80cc848c-3cce-4639-be87-20d6b9ca899a,https://twitter.com/achilles256/status/1543033721196056577,Very true. 6-7 years ago all the rage was I identify as an attack helicopter now those same “people” being mocked are teaching your pre schooler about sodomy and the state labels you a domestic terrorist if you publicly object
4TNHZX6VKQAA,74b8ab37-6032-499e-a48a-4c71aa1ec684,68f7aef3-83af-413a-aaf9-dd3ddd992af6,https://twitter.com/PatriotPalmsAZ/status/1544174691463483392,Yeah sure. Lol. No. Biden is funded by Putin. And Biden is owned by Soros and China. Home of the Chinese Virus
CAG2KV7YTM69,43602837-8b0b-4675-957e-510b3bf3a3a1,438e7ceb-0fe4-496e-9974-39689204a21f,https://twitter.com/FREDDYJRUGER269/status/1544429697848807424,"It's funny that there is an epidemic of idiots letting men who like to wear dresses into Women's prisons but it's never the other way around, can't imagine why?"
KEMPHTDC6KGH,ece886a4-f864-4369-b190-e88a1d590003,5df74e8d-1532-4b42-8fba-37476ce240e4,https://twitter.com/mspaulsies/status/1547398739605831680,"Hey guys, I cant sleep due to all these stupid jews and other species roaming our neighborhoods! #FixOurNeighborhoods"
9RHJY2Q9ZTEG,2f4fc0b3-d92f-405d-9611-97475b6546cf,e2582d07-6b5d-4670-9331-0d9b2aff62a2,https://twitter.com/Imstilltoofly__/status/1554234873652678658,Crackers brought back small pox and polio. I've fucking had enough. Put them in internment camps!
9RHJY2Q9ZTEG,cbbfbf69-38fc-4bdf-99b1-ccf8044a99b5,a05a5b5e-4e6d-4c43-8c38-b5953769617d,https://twitter.com/fr_imeggman/status/1554015361493868544,"Coz Indians smell like toilet, that why we hate them."
9RHJY2Q9ZTEG,b42e7048-c2b2-4e9e-ad49-25392e906416,d1f84f59-4872-4e58-9777-5b2dabd01882,https://twitter.com/3rdf0xxx/status/1553969637464743936,"Stupid Jap shouting stupidly at cheap yen prices！But now the yen is strong! But prices keep rising!
And the stupid J’ｓ media went silent!
they bare their idiots"
9RHJY2Q9ZTEG,73bcb934-8795-4ba2-9740-fb3ab9af2e5f,5cdcf5eb-d665-48dc-a5b6-300071ff9f86,https://twitter.com/ICumYouLeave/status/1554128904687845376,where did race come from? who gives a fuck about white people? I don’t
9RHJY2Q9ZTEG,5fee7848-baaa-49e3-a2f5-11536ce91a02,bf040713-9d88-4849-a9a7-b0e80b4baf6a,https://twitter.com/BeeBmochu/status/1554196970612305920,"Whats white culture again?
Oh right they don't have any culture lol"
9RHJY2Q9ZTEG,159d44f0-ca35-4302-86a1-a8acfcaa9ab9,2b3bf2e9-bf50-414a-9a8f-e0997ba3a6b9,https://twitter.com/Ron_Herbst/status/1553803424873037826,So the white house has a nappy headed  ho and a camel jockey.  Great pics Joe
9RHJY2Q9ZTEG,bd7db5f2-b942-4919-93d7-dd99b5af0bbf,ac94d250-d63a-4adc-8b87-2c0aed9d927d,https://twitter.com/AerssenBrian/status/1551749987582853120,Wake up Canada let’s set out to fuck Trudeau and the raghead
9RHJY2Q9ZTEG,cc3c159e-e5a8-4e4d-a4a9-e0f26bb4466d,515f79e0-5721-42af-8b13-1a10fff6cacd,https://twitter.com/bigblackmike75/status/1552786955284398080,Remember when U could call a terrorist a raghead and not be considered worse than the terrorist?
9RHJY2Q9ZTEG,37cf4736-5e0a-4895-9f61-8a9d122c5d48,a395114c-9068-48d2-a7dd-e65c2912dd51,https://twitter.com/DougBasch/status/1554185718003511297,Deport that raghead and her brother husband!!
9RHJY2Q9ZTEG,4ad5933f-cb9f-48b3-9f52-a527bf661d75,680782e3-1e10-4f4a-ab26-2c08ceb161c2,https://twitter.com/dak_alan/status/1554166731031068673,Fudge packers disease.
9RHJY2Q9ZTEG,9f648c5e-2902-4cee-89a8-031247e0490c,7b250385-5cbc-4386-a32d-913bf86546dc,https://twitter.com/BidenBuster294/status/1379849805371871235,Bring in a chink to solve the China virus make perfect sense
KEMPHTDC6KGH,9cc1f11f-f325-40e0-b914-983d923ceb06,6594b916-25de-4365-9a22-f5893a22683a,https://twitter.com/GusSchwartz5/status/1547338017307693056,I refuse to indulge these sick m'fker's mental illness. I will use the pronouns as I judge them. Trannys are mentally ill. It isn't transphobia that causes these sickos to kill themselves. It is mother nature culling the herd. I suppose I will get jail time now. GFY twitter.
9RHJY2Q9ZTEG,cd297e53-55d7-49be-8816-8320bf23b66a,6b2bebdf-d0f1-451c-8a54-53f97b1a1d58,https://twitter.com/CARLOS83734516/status/1394934028084539395,Don’t be a chink lover!!  It’s a fuckin China virus . Period !!!
KEMPHTDC6KGH,539670db-bef4-4903-be48-bc634c7b308c,fbe5a8e2-702a-4a27-8791-63a199fd8b6a,https://twitter.com/KyleHermance99/status/788205250234769408,I'd rather put a gun to my head and pull the trigger than deal with all these stupid fucking porch monkeys at this school.
9RHJY2Q9ZTEG,e655165b-cdf3-4eb7-80db-ce8b41c0bad1,7fd8f763-ab32-4910-b7bc-3904428a0a3f,https://twitter.com/yourMot22577848/status/1434053090517389314,China virus. stupid chinks #coronavirus
WFRWYPY7XZJ9,b6025419-e967-4131-942a-7d9dd3b35191,e27612f1-d4da-4a5b-98c3-31f0c449b6d5,https://twitter.com/DeEternalLurker/status/1539608884167725056,They need to get the Rhineland Bastard treatment when our guys win
4MY2GAGM4ZCV,403a24ac-aaff-4eae-a880-b37880714591,55c1aa61-c528-4e2a-a5f9-8facb6f50b68,https://twitter.com/_Enemali/status/1544421218161401857,Kano State alone has more than 50 tech hubs. But ofcos David is always as stupid as he can be!! Nobody takes a bloody Fag&ot seriously.
4TNHZX6VKQAA,b056d414-427b-48cb-929d-3745c3c84f1d,494a6aef-a142-441a-95bc-703f6979615d,https://twitter.com/quantcel/status/1544367618907324417,"lmao 22 year old dress-wearing (tranny?) schizo purchases gun legally
out of all people only @Covidraped
is saying it: gun control won't stop these unless we go full gun ban, that's not gonna happen, the alternative is we lock up nutjobs (which helps on crime & hobo issues too)"
9RHJY2Q9ZTEG,32f45c0e-1ca2-4c18-84f7-2abcce889425,64ba2b7c-5892-45af-afb9-9c3f89668e07,https://twitter.com/shaktibharatia/status/1501368705900494850,I wonder if the chinks have china virus sniffing noses? I guess we already know the answer to this 😂😂
9RHJY2Q9ZTEG,dee5e9b3-2688-45b2-8142-efb6e754978f,7f5a54c6-48da-4cd9-810a-5c43356f0be3,https://twitter.com/azulitachiwawa/status/1554137376405987329,Yea Asians are gross. White power
7ZGW996YFZ6X,e4adfe55-a87a-4d46-a62e-e3126ffa444a,4876daa6-0394-4b85-adac-493cc1d387ca,https://twitter.com/Orange_Sealion/status/1544366927153332225,Truth is Treason in the Empire of Lies. @jordanbpeterson did nothing wrong. Ellen page is female.
KEMPHTDC6KGH,ce346e83-6832-452f-bf0d-e97ca6ca8766,405bce4d-3d5e-42ae-9aef-fa43284c8f73,https://twitter.com/Dz1cisneros/status/954363258869305344,Only retarded beaners play music in the hall ways out a speaker in their backpack
KEMPHTDC6KGH,8b593ecf-3dc2-4247-ba1b-dbdb007932bb,a17de525-744d-413f-a817-7029e7c4e7bb,https://twitter.com/Jobin889/status/1545801952193384449,White people are worthless trash who will be completely eliminated. There is no possibility of remediation.
KEMPHTDC6KGH,6d40fbcf-dd99-4415-a1c2-de6ac8d0afd4,07a6fce6-94ef-4722-a72b-609e018eca21,https://twitter.com/paolozavala_/status/1308084974399094785,haha dirty beaners !!! illegals are ruining this land !!! Go cross the border back to your land you spics !!! Oh no cancel me ... YALL look dumb.
9RHJY2Q9ZTEG,e134ae26-058f-44c4-bae8-c1a420257f07,c6c2c6c6-5e82-4d4a-856b-e4d151c2414c,https://twitter.com/jr_sabedra/status/1554191042290847745,WHITE POWER #PATRIOTS 🇺🇸
4TNHZX6VKQAA,21d2638b-0453-4978-be19-305e7ef16efc,e898358d-34f0-4d3d-9d8f-d06ac6ac8f32,https://twitter.com/gentilfem/status/1544733875129253888,When will you change your bio? It's so cringe — I’m never changing it now you fucking muzzie (or muzzies’ ass kisser)
9RHJY2Q9ZTEG,5c7a9fa0-da49-4f42-a229-bce147708ede,cca96751-1a62-4533-ac06-53c18ee12524,https://twitter.com/JohnBro81920615/status/1554190649821380608,Fucking faggots!!
KEMPHTDC6KGH,8b4fc117-da08-4adb-b9a8-6131734a835f,4dc0f17a-bf36-45d8-9bd9-594bf81d9074,https://twitter.com/kschottt/status/872876120667979779,But like why cannot I say nigga? It's not like I'm saying niggER. Ugh this is why everyone hates black ppl. Dumb stupid porch monkeys
9RHJY2Q9ZTEG,2a51de38-ecbe-4fc6-992c-72b420ca080b,550eacb2-6a3e-4e58-a995-e28eb956d8a7,https://twitter.com/PlayInSeoul/status/1544544923336069121,"Go back your country, White Power!
#1488 #NeverSurrender"
9RHJY2Q9ZTEG,c7371491-2f82-40cf-8146-939fd8f7e6fc,bb0691da-46e4-42c2-8c33-d96fb6318020,https://twitter.com/shxerxin/status/1551634903669870592,hate hate naggers
KEMPHTDC6KGH,05852394-50bf-4dec-bc87-56121a5ebb4b,b8aaf809-29d7-4229-8a44-3dbcf5b554d7,https://twitter.com/sk8rdad2000/status/1186331939436978176,The trannys are going to kill women’s sports as we know it
9ZWEE9M34YRV,b7946001-1482-4679-bed6-185d9c92cc2c,8a1a66b7-87d6-4da2-aa07-179f671da878,https://twitter.com/Donmel21/status/1543206921452376064,"Hey 🕌🕋🧕🏿Joey & you have two Congressmen 🧕🏿Ratshit Tlaib & 🧕🏿Ilhan Omar Want Sharia Law For America Belgium: Over 35,000 Girls Either Victims or At Risk of FGM 🕋🕌🧕🏿Islamic Barbaric Sharia Law 🕋🕌🧕🏿"
9RHJY2Q9ZTEG,7cc9206d-53f8-4b97-95f7-256423683534,69e4c05f-2fe3-45dc-8520-4f90b8711f97,https://twitter.com/pedophiIia_1488/status/1554185882277556224,"I hate riggers, Raggy!"
9RHJY2Q9ZTEG,6e1bb86a-cd90-4203-bbb8-b2ecd7d79f4d,0b6df85a-5255-4402-a204-2d35cf3c80ea,https://twitter.com/101Sargon/status/1544558457386217472,The transgender advocates are just figuring out what nature has decided already XX or XY
KEMPHTDC6KGH,d4916144-b86b-48fe-aee3-dd4edf2b3d4e,105d810f-8718-4232-988c-204f696bdde5,https://twitter.com/Toady97/status/1212408877842489344,Democrats want overtax the working class to help support those who don't work and dirty illegal aliens
9RHJY2Q9ZTEG,51491959-1c22-44f4-999b-4e07daf59020,ab41a6f0-f228-41e8-b8d2-7bbda0f53248,https://twitter.com/LeePatr83384984/status/1544556870056042497,"Again
American jail full of blacks
Could the place just happen to have more black population
Sometimes rumors can really test and show your IQ and common sense."
D7HVJTEKMYNW,c5fa4117-4cc1-4964-924b-afd87fa1240d,b210f45e-5c79-4bd1-81ab-1e4946f346fe,https://twitter.com/johnysinsson/status/1542773645046472704,i'm racist you fucking niggers😁
ADCXHGCQRA34,f9cc5514-1ec9-4f71-a2d8-4b5a5f020fe1,700a6722-439a-4a6c-b30f-c8016564bb2b,https://twitter.com/blessed_groyper/status/1544455208100577280,"Nothing about the list above defends drag queen story hour, affirmative action, violent ghetto blacks ruining neighborhoods, or the constant crapping on our ancestors. We are happy with the stuff on this list for most part.But the other crap is indefensible and thus unmentioned"
KEMPHTDC6KGH,8ad7f82f-a578-4a73-9c02-b93222447f6c,cd0b0515-04db-444e-ac3f-8c9087ebb4ec,https://twitter.com/EDDIIISLANDS/status/1198649607049187330,No he was a dirty spic lmao
73FP3QEHRD7V,7a4ca295-52a0-49ac-96d7-15b085b9d3f8,d9eaf250-3bcb-41ab-93d0-b8549e4e602f,https://twitter.com/championtenza/status/1540432455164956672,Putin is doing it right now. Fighting the evil Zionist Jewish Cabal which seeks to destroy us. The illuminati will be defeated & they know it.
KEMPHTDC6KGH,88eb5709-1320-49c9-aa4d-0d59df0dbc91,4e5e7e51-a356-48d4-ad23-353e0d826e7d,https://twitter.com/khadijah__92/status/1546892400525803522,I hate sand niggers
9RHJY2Q9ZTEG,00c0ed24-19c3-46b3-87da-d8c19967503d,a3bb490d-99ed-4472-bee3-7f19c81ef93b,https://twitter.com/OlivierBinda/status/1544536884793180160,"Same as russians : monsters destroying lives, harming parents/little ones
The people pushing guns are monsters.
Guns kill humans. Do you need to kill humans ?
Do you need to make sure you always have a tool to kill humans never far from your hands ? What kind of human are you ?"
KEMPHTDC6KGH,008b78a9-e5a0-4406-8438-eb16d1d465c9,60794c09-b8d7-4891-af9d-dcd686d3819d,https://twitter.com/PunishedSharkiF/status/1525584955996258304,Black people smell bad
KEMPHTDC6KGH,2bf71f5e-7eb8-4317-aee8-622b76285d86,f2ab9a7b-aa3c-4d10-ae8b-69ed350dc847,https://twitter.com/JanielNeko/status/1380643816911278085,Bitch ass mother fucking nigger retarded ass cheater weakling sucks ass go die.
9RHJY2Q9ZTEG,f54e434f-e44e-49d2-9d25-3114604fcec9,4d938e20-f9e3-47c8-aaf3-fa837a46d3be,https://twitter.com/Justlikethefru1/status/1542943860472545281,Its a cult and left wing movement. Using tranys and gays as an excuse. Just like blm using blacks as an excuse.
9ZWEE9M34YRV,9c0a93f4-ea12-4483-9001-391ab73e7df5,b4b14ee8-b6e5-4bda-9c03-1ffa672a0de1,https://twitter.com/risenrunout/status/1544982712439767042,17 years ago today 52 lives were lost to Islamic Terrorism perpetrated by people allowed into this country against the wishes of the indigenous people. Today we suffer the constant terrorism of random acts of violence against Whites by these colonisers. #WLM #LondonBombings
AZC3WE92JE2T,ebf36788-f28d-4e91-b5f0-0c5bf21ccbde,c7ab3c09-64db-49b1-9dfd-0f7a05db791b,https://twitter.com/SCHIZO_FREQ/status/1544076549363834883,"There's a delicate balance to gc gender ratios. With too many women, they start clucking around like hens, saying all these words that don't mean anything. Too many guys + they accidentally start creating businesses. There's a sweet spot in the middle where they produce children"
7ZGW996YFZ6X,200d1f44-d25d-4527-ab5f-82fb9cdf8bc2,d6902e39-0a97-4edf-bc03-92804c777a6a,https://twitter.com/JustinKatesTx/status/1544364025097723904,#Deadnaming offends mentally unstable people. #EllenPage
KEMPHTDC6KGH,a5797ba4-c6aa-44dc-85db-a3021f0223a8,753e6c79-2554-4c16-a925-07735a059029,https://twitter.com/kays0lo/status/1543828847128240133,you gotta ride the short bus if you get a guys name tatted on you 😭
KEMPHTDC6KGH,4fd5d069-ce5f-43cc-9aa8-f643c751b7b4,f159d833-90e5-4ecf-9d09-8880ec72a306,https://twitter.com/Thanatos4538/status/1522891318053199872,This is pure BULLSHIT!!! While the American people need relief from the worst inflation in over 40 years caused by this administration. They still have the nerve feed & house dirty illegal aliens in luxurious hotels? What special kind of BULLSHIT is that?
KEMPHTDC6KGH,f84cdbcf-7cb5-4a69-be0c-09d00254b76f,110e224f-786c-442b-8bf2-5897c6229ffe,https://twitter.com/notreadingmanga/status/1465187307175112713,beaners are so smelly 😮‍💨 go use some deodorant
KEMPHTDC6KGH,6d15dd3c-551c-4329-8ea7-e5667a910309,aca2fcfa-5abb-452d-b428-81d9c2ef5803,https://twitter.com/ElliotInbredZOG/status/1547525896247988224,That watermelon and friend chicken eating nigger bitch right there
KEMPHTDC6KGH,2249fec1-70fd-4b5c-8aeb-950e43bb4c69,4711026d-e17f-4cfa-bfbd-002ef0bb41e7,https://twitter.com/bunquiqui2/status/1519481576068988934,I hate niggers and fags
KEMPHTDC6KGH,977beb5a-3c87-4700-afa0-5d04dc7216c2,56c817dc-4a51-4df0-bc2e-40e9dafe4803,https://twitter.com/BobTorr14162339/status/1546203915917545472,SEND ALL THOES WETBACKS BACK TO WHERE THEY CAME FROM
HRNJRA6TQGAK,5840c7ae-a39e-42d4-8bbf-70d84008e3ca,2cdd53c0-276c-4b3d-994d-30b972155ec4,https://twitter.com/BabaYehgha/status/1547271322153123845,"So if being wary of a religion whose adherents commit mindless acts of violence against non-adherents on a regularly basis is Islamophobia, I'd say Islamophobia is good."
KEMPHTDC6KGH,4b963497-6584-48a1-b946-ae617be3c939,a2affa09-3d84-4613-b571-766d414002f2,https://twitter.com/TheKennyClaude/status/1541452343010594816,"Just remember that the same people who are crying that they can't kill babies anymore are yelling for forced vaccinations, soft sentences for pedophiles, and teaching kids that trans is normal. They are gross, disgusting trash with no morals. Never forget this !"
4TNHZX6VKQAA,08eb4943-6347-4767-8092-b05e6937bd38,a5c4be35-30c1-48ef-b88e-1405faa6f4dc,https://twitter.com/itslegitnow/status/1544351863729971201,"Damn, literally every 11 year old in that TikTok video must be mentally disturbed as well, considering they were obviously having fun.
Or... Maybe you're just retarded. I think that's a lot more likely."
4TNHZX6VKQAA,88b9ca1a-54b2-4810-b773-d90a30844c84,b43c997e-d76f-4140-ab2c-6671b259edc3,https://twitter.com/TomokoIsMyWife/status/1543828910378450946,dawg i normally dont like mexicans but i love this fuckin monkey
KEMPHTDC6KGH,8da09a5f-b7bf-46e2-a88f-ac1bc53f9f48,89395640-291a-4157-a5f6-3b3272f30fa7,https://twitter.com/BigBBryanFr/status/1547068898037612550,I FUCKING HATE MEXICANS IF I DIE IT WAS BECAUSE A DIRTY MEXICAN
4TNHZX6VKQAA,3e76ade5-4f94-4641-86ef-64e81224c547,908b72d0-8ae3-46e5-9459-4b068407faa7,https://twitter.com/bertbruno55/status/1547616046583992321,"You liberal democrats out there if really wanted to know the truth you would watch something other than the fake news....like Newsmax lays it all out! God forbid your daughter or wife should get hurt or rapped by one of the many illegals coming here, or possibly murdered! But you"
KEMPHTDC6KGH,bc016003-f1db-41de-af7c-5daa380562f8,b8bfdbbd-8dda-4bf7-b7a7-d3086fb3a2fb,https://twitter.com/naaxnaaaa/status/1545861078986461185,im glad dick never made me retarded maybe a little stupid but not like slow bus material 😭😭😭😭😭😭😭😭😭
KEMPHTDC6KGH,1071efd7-b217-46f5-9295-42f186f4a66f,fc665658-b6d5-41ec-912b-1236f7b8fea1,https://twitter.com/ItzWood__/status/1110369970410713089,Coon ass niggers bruh damn
CEHXHWFAVDAD,6a55e997-d629-4e6e-8f3e-ae7666407a7a,2cc3eb4a-89a3-4f81-b14c-81f6a017c33b,https://twitter.com/TinaYork/status/1498006158417829896,"You're an idiot I don't support biden either. Mormons aren't christian, they hide in all faith churches to convert people to their disgusting pedo cult."
4FRFD66TK6XE,ff8a40ed-8065-479c-a28e-4128aa18e026,f7d4e161-6f34-477d-9de9-38187aba403a,https://twitter.com/NeilSennett/status/1546919695588155393,As a proud attack helicopter I couldn't be happier to finally be recognised
WFRWYPY7XZJ9,ac59ebbb-0ac2-4c71-9806-caae3cdd43d0,d083fc05-61a3-43d5-9287-d9dd1a0e706b,https://twitter.com/Sedenquist/status/1542622702606995457,"The average I.Q. among Black Americans is 85, which means well over 50% of black Americans have I.Q.'s below 85. Our prisons and jails are filled with them. R. Kelly has an IQ of 79 and is ""functionally illiterate."" #BellCurve #YouCantFixStupid"
