"","id","created_at","text","source","possibly_sensitive","type","coordinates","retweet_count","reply_count","like_count","quote_count","longitude","latitude","borough"
"27","1428540820697792513",2021-08-20,"My nigga #money, #700<U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E> #hatersgonnahate #lookscankill @ Staten Island, New York https://t.co/KUFB6JiPsa","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"28","1428493332704120835",2021-08-19,"Well shit… I’m having some of my Tuesday Night White on a Thursday! <U+0001F923> #wine #whitewine #almostfriday #tuesdaythoughts #thirstythursday @ Staten Island, New York https://t.co/ajQvBVSl90","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"29","1425616036120956933",2021-08-12,"@bleachacreature @NYCFC Serious shit heading north from Staten Island now.","Twitter for iPhone",FALSE,NA,"NULL",0,1,1,0,NA,NA,"STATEN ISLAND"
"30","1425149635035861005",2021-08-10,"Real shit! <U+0001F48E> @ Staten Island, New York https://t.co/5zXCHOIWNn","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,1,0,-74.0889,40.6303,"STATEN ISLAND"
"31","1424455723342344195",2021-08-08,"Shaolin Killer Bees or Staten Island Swarm — Wu Tang Forever! https://t.co/erhxAdOG1w","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"32","1421296542305116167",2021-07-31,"Watching the girls on Love Island UK take their makeup off grosses me the fuck out.","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"33","1420882697329721348",2021-07-29,"Thank you @charlesdfall for your leadership advocating for 300+ union jobs on Staten Island! This campaign is more than retaining jobs, it's about labor rights being stripped away from workers by NY State. #ProtectEZPassWorkers","Twitter for iPhone",FALSE,NA,"NULL",2,0,3,1,NA,NA,"STATEN ISLAND"
"34","1419468353996001282",2021-07-26,"it should be considered a Fucking War Crime to be tolled to go into Staten Island.","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"35","1418483617563545600",2021-07-23,"He spent 23 years in prison on wrongful murder conviction. In landmark day for Staten Island, D.A. clears his name. https://t.co/1X70pmnXiz","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"36","1418363180162686981",2021-07-23,"Judge vacates murder conviction of Staten Island man who wrongfully served 23 years in prison
https://t.co/3FjtDDrZ1n","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"37","1416495110544560134",2021-07-17,"Rubio offers to help Black Lives Matter activists move to Cuba #NewsBreak  https://t.co/sktMtAUvDd it s to bad that we cannot put these assholes on a ship and send them to Madagascar and sink the fucking island with them on it. These assholes do not deserve to live.","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"38","1415599164810006531",2021-07-15,"https://t.co/AKNppvctD1 if you go to Maui and spend around 10,000 to take,a vacation and somebody says something to me ygst do not like then there is going to be trouble and I mean trouble when I put NY foot up their assholes I mean fuck that shit I am from new york city","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"39","1413055700448780288",2021-07-08,"#StatenIslander faces hate crime charges in connection to #midtown #Manhattan assault, police say https://t.co/NdRpTvTqtz","Twitter for Android",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"40","1411361232943210505",2021-07-03,"I bet him in Staten island with lex he battled some Nigga I drove to the venue so naturally you kno I would root for son ….. HOWEVER LIKE I SAID I WAS INTRODUCED TO GEANZ THAT NIGHT <U+0001F602><U+0001F602><U+0001F602><U+0001F602> https://t.co/u6cGW45eSL","Twitter for iPhone",FALSE,NA,"NULL",0,2,1,0,NA,NA,"STATEN ISLAND"
"41","1410827403019030529",2021-07-02,"I really need to get the fuck out this island son","Twitter for iPhone",FALSE,NA,"NULL",3,1,0,0,NA,NA,"STATEN ISLAND"
"42","1410177494918041610",2021-06-30,"#StatenIsland #Ferry stabbing victim back in the hospital 2 days after his heroics. ‘I didn’t believe I got stabbed.’ https://t.co/bs0a6QeznC","Twitter for Android",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"43","1409555760644755458",2021-06-28,"Fuck this Island and NY","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"44","1408868099785478150",2021-06-26,"My wife would like to gangband tonight in Staten Island NY at 11pm anyone want to come and fuck her? DM if so!!! https://t.co/I8L6A72yFx","Twitter for iPhone",TRUE,NA,"NULL",19,2,131,0,NA,NA,"STATEN ISLAND"
"45","1407555733525123072",2021-06-23,"Spider J's violent new hamburger samuraii epic set in fuedal Japan. RATED R.
Only on https://t.co/VencspMRi6 
Get the iBAttleTV app on the IOS and <U+25B6><U+FE0F> Store !!!
#battlerap #hiphop #ibattletv #cvlt @ Staten Island, New York https://t.co/DN9pQSdG8N","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"46","1407019244915761160",2021-06-21,"Lmfao not on Staten Island cause these Nigga’s all share the same 6 baby momma there ain’t no way they thought she was da one ha https://t.co/szPGuqVaNi","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,2,NA,NA,"STATEN ISLAND"
"47","1406993027688660995",2021-06-21,"King shit #Agang #DHImages #goodtimes #cannon #fathersday2021 #700<U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E><U+0001F60E> #outside @ Staten Island, New York https://t.co/yTaUmUtyHO","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"48","1406779412792610821",2021-06-21,"Fuck Staten Island for not having enough Caribbean/Jamaican restaurants","Twitter for iPhone",FALSE,NA,"NULL",1,0,2,0,NA,NA,"STATEN ISLAND"
"49","1400246232153481217",2021-06-03,"I’m tickled that the Staten Island mention is in an insult and not regarding an issue like it’s an actual fucking borough <U+0001F923> https://t.co/TVrGRMdlge","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"50","1400245614655463425",2021-06-03,"I’m tickled that the Staten Island reference is in an insult and not about an issue like it’s an actual fucking borough <U+0001F923>","Twitter for iPhone",FALSE,NA,"NULL",0,0,5,0,NA,NA,"STATEN ISLAND"
"51","1400234612702560259",2021-06-02,"Look either someone say Staten Island or get a mute button holy shit. Please.","Twitter for iPhone",FALSE,NA,"NULL",0,3,6,2,NA,NA,"STATEN ISLAND"
"52","1400116837594157062",2021-06-02,"WTF <U+0001F92C> IS GOING ON WIT THE WILD LIFE IN STATEN ISLAND <U+0001F3DD> LOL <U+0001F602> THIS SHIT IS TURKEY CITY <U+0001F3D9> OUT HERE SMFH <U+0001F983><U+0001F983><U+0001F983><U+0001F983><U+0001F983><U+0001F983><U+0001F983><U+0001F983> #STATENISLANDTURKEYCHALLENGE #UALREADYSNOWWWW <U+0001F976><U+2744><U+FE0F><U+2603><U+FE0F> https://t.co/5UUb5w39kn","Twitter for iPhone",FALSE,NA,"NULL",1,0,1,0,NA,NA,"STATEN ISLAND"
"53","1400114783395794951",2021-06-02,"WTF <U+0001F92C> IS GOING ON WIT THE WILD LIFE IN STATEN ISLAND <U+0001F3DD> LOL <U+0001F602> THIS SHIT IS TURKEY CITY <U+0001F3D9> OUT HERE SMFH <U+0001F983><U+0001F983><U+0001F983><U+0001F983><U+0001F983><U+0001F983><U+0001F983><U+0001F983> #STATENISLANDTURKEYCHALLENGE #UALREADYSNOWWWW <U+0001F976><U+2744><U+FE0F><U+2603><U+FE0F> @ Staten Island, New York https://t.co/TZ60rZTNQt","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"54","1398981735384326148",2021-05-30,"Started out on the island... #WuTangForever #graffiti #mural #upnorthtrip #iykyk #HipHop #rainydays #godisgood @ Staten Island, New York https://t.co/Zto0gVG2D5","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"55","1398691042895990786",2021-05-29,"Real Shit Staten Island is on <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525> Thank U Everybody who Came Out YOOOOOOOOOOO THE ENERGY was SICK <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525> @euro_v @ready_ron @sodrewski @eddygotsalsa <U+0001F525><U+0001F525><U+0001F525><U+0001F525><U+0001F525> @ Staten Island, New York https://t.co/Ijd7NAap39","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",2,0,2,0,-74.0889,40.6303,"STATEN ISLAND"
"56","1397625418690215938",2021-05-26,"NYPD touting a presence at houses of worship in the wake of graffiti written on the Chabad of Staten Island in Meiers Corners. https://t.co/zN5VaoiOPv","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"57","1397454571325300740",2021-05-26,"#NYPD Hate Crimes Task Force investigating graffiti scrawled on Chabad of Staten Island https://t.co/cd1bJ6Q69s","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"58","1397246181214932994",2021-05-25,"Artist YDB Young dirty bastard WuTang clan. Russ Terlecki Producer.  @ydb_baby @russterlecki #russterlecki #musicvideo #wutang #ydb #odb @ Staten Island, New York https://t.co/rTfJ4QtreY","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"59","1396889843163095043",2021-05-24,"My favorite subway station would have been the Staten Island stop of the R train but the city can’t keep its shit together long enough to actually finish that fucking tunnel.","Twitter for iPhone",FALSE,NA,"NULL",3,2,14,0,NA,NA,"STATEN ISLAND"
"60","1396247625427476481",2021-05-22,"Spring explosion in my garden
@nycgo #rose #garden #spring en Staten Island, New York https://t.co/dr9f0541Na","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"61","1395923467099385859",2021-05-22,"I promise yall @LayaFace gonna have R&amp;B shit rockin again ... and she from staten island","Twitter for Android",FALSE,NA,"NULL",2,0,3,0,NA,NA,"STATEN ISLAND"
"62","1395533764273528833",2021-05-21,"@LilTunechi big fan of URS Rick's Island different building n****** be violent be willing yeah I live from Shaolin I'm not from stuck in The Island","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"63","1392607460767174657",2021-05-12,"This month, my friends in the Muslim community observed the most holy month of Ramadan. I've been honored to join so many of Staten Island's religious communities for this holy celebration.

#EidMubarak ! https://t.co/VaSqxYGYYz","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"64","1392195170544795657",2021-05-11,"My parents paid $100,000 for their home. And anyone who things the median home price in Brooklyn TODAY is the same as a semi-attached on Staten Island 40 fucking years ago has absolutely no business being mayor.","Twitter for iPhone",FALSE,NA,"NULL",0,2,21,0,NA,NA,"STATEN ISLAND"
"65","1391912344180113408",2021-05-11,"@Nija315 Even though Staten is small they actually had three last year on the island but you know everyone wanna have their own shit. The one at snug harbor was a flop bc of people","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"66","1391749971809079297",2021-05-10,"Fuck this island on some real shit","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"67","1390797326587990022",2021-05-07,"All it took was 30 min of being in Staten Island for a dude to call me a stupid bitch from NJ at a red light, to which I yelled SO WHAT ABOUT IT <U+0001F90C><U+0001F3FC>","Twitter for iPhone",FALSE,NA,"NULL",0,0,7,0,NA,NA,"STATEN ISLAND"
"68","1390351004818972680",2021-05-06,"This scared the living shit out of my friend this morning. 2 inches long. Staten Island. I think it’s a digger wasp/cicada killer. The murder hornet things are 3 inches (?) so I don’t think it’s  that. Bug expert mutuals help us out please lol https://t.co/2NhKOjrzrW","Twitter for iPhone",FALSE,NA,"NULL",1,4,6,1,NA,NA,"STATEN ISLAND"
"69","1389918838070808577",2021-05-05,"Lol this sum shit my cousin  would  say @John Garrett @zendell_son_of_god <U+0001F923><U+0001F4AA><U+0001F3FE><U+0001F923><U+0001F923><U+0001F923><U+0001F923><U+0001F923> @ Staten Island, New York https://t.co/ToTAVauM6T","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"70","1388890805302185984",2021-05-02,"@burymeadxn Lmfaoooo <U+0001F602><U+0001F602> this some island Shìt or some jus on the net lol I’m weak","Twitter for iPhone",FALSE,NA,"NULL",0,1,0,0,NA,NA,"STATEN ISLAND"
"71","1388535838884126724",2021-05-01,"@threeletterman3 Watch ya mouth he jus dropped a track with the Nigga from my city tune in STATEN ISLAND BROUGHT JADA BACK https://t.co/a1HJmFgwM8","Twitter for iPhone",FALSE,NA,"NULL",0,1,0,0,NA,NA,"STATEN ISLAND"
"72","1385811578574999552",2021-04-24,"Messing  with shit tonite  #Agang #DHImages #goodtimes #cannon #BTS @cloudsalliseeis @ Staten Island, New York https://t.co/nTrOIEe6mm","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"73","1385559824893677568",2021-04-23,"@BernardKerik So this violent thug is free again to damage our kids? He needs to be someone’s girlfriend on rikers island!","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"74","1384548878595338240",2021-04-20,"The police spokesman on Long Island described the gunman as a black male!  #racist #StopandShopShooting","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"75","1383919023415468041",2021-04-18,"<U+262F><U+FE0F>Sometimes I gotta remind myself, I’m that nigga! <U+2714><U+FE0F><U+0001F4AF> @ Staten Island, New York https://t.co/XLA1JDtN9n","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"76","1382735083866574850",2021-04-15,"Someone explain what the problem is? Its a quote from a movie &amp; motha fucka im black fuck you Facebook for saying I cant speak to my own how we feel fit @ Staten Island, New York https://t.co/hAFig9MFYN","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"77","1376917068537290755",2021-03-30,"It says Staten Island residents only so please don’t fucking come here https://t.co/UlGa7vUNxX","Twitter for iPhone",FALSE,NA,"NULL",0,2,8,0,NA,NA,"STATEN ISLAND"
"78","1376814570740846595",2021-03-30,"Yikes! Not a competition #StatenIsland wants to win (FYI located @ Brielle Ave/Friendship Ln) but symbolic of our inadequate public transpo system: Staten Island Murder Shed competes in Sweet 16 round of @StreetsblogUSA’s annual Sorriest Bus Stop contest https://t.co/Fas6ZMJTHe","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"79","1374785702286786562",2021-03-24,"Staten Island birds don’t fuck around https://t.co/1A8harCBvR","Twitter for iPhone",FALSE,NA,"NULL",0,0,11,0,NA,NA,"STATEN ISLAND"
"80","1374775199497916419",2021-03-24,"Are you really a hard ass from Staten Island if you haven’t recorded yourself getting pulled over saying “fuck the cops bro, dead ass”","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"81","1374668612208881664",2021-03-24,"The minute the boat docks into St. George, it smells like a dump. Staten Island smells like total shit today <U+0001F923><U+0001F923>","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"82","1373783393100562441",2021-03-21,"I'm sorry but like, what the fuck is VEGETARIAN DUCK!? @ Staten Island, New York https://t.co/IHMhXdTLdF","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"83","1371945561461493763",2021-03-16,"I just said this on someone's Twitter, but it is absolutely the truth. Staten Island is the bastard borough of NYC.","Twitter for Android",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"84","1371945143801102342",2021-03-16,"@thehicklife Sorry, Staten Island is the bastard borough of NYC","Twitter for Android",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"85","1371642535542677505",2021-03-16,"That is some Staten Island shit right there<U+0001F480> https://t.co/LykRTCHy70","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"86","1371430541233373200",2021-03-15,"Don’t be offended by this pic of Bill Burr and me! He’s a great comedian and does not give a fuck about the snowflakes. Mustache is from the movie King Of Staten Island @billburr https://t.co/syhPduav9U","Twitter for iPhone",FALSE,NA,"NULL",0,1,33,0,NA,NA,"STATEN ISLAND"
"87","1370949051160596480",2021-03-14,"Fuck Staten Island. Hit a bad pothole today and it had my car fucked up","Twitter for iPhone",FALSE,NA,"NULL",0,0,1,0,NA,NA,"STATEN ISLAND"
"88","1369121579146346497",2021-03-09,"At how this is is an absolute understatement that would fucking hilarious @ Staten Island, New York https://t.co/lssvngLc5b","Instagram",TRUE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"89","1368794547862577156",2021-03-08,"Fuck Da Summer Up Available Now @ Staten Island N.Y. https://t.co/t0CyNk1XbT","Instagram",FALSE,"Point","c(-74.06298094, 40.60238742)",0,0,0,0,-74.06298094,40.60238742,"STATEN ISLAND"
"90","1368762420014051328",2021-03-08,"Copy link  #SpotifyPreSave  https://t.co/AVEPVdKvdH @ Staten Island N.Y. https://t.co/w2qjqFhYVm","Instagram",FALSE,"Point","c(-74.06298094, 40.60238742)",0,0,0,0,-74.06298094,40.60238742,"STATEN ISLAND"
"91","1365526693239259138",2021-02-27,"An just when you thought id fall..what a fuck up you are<U+0001F61C><U+2744><U+0001F4AF> #fur #curlyhair #picoftheday #makeupartist #moneymoves @ Staten Island, New York https://t.co/aruGD2wxQe","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"92","1365009996564594689",2021-02-25,"of course being a gay black man in staten island is going to get me bullied by ugly white people","Twitter for iPhone",FALSE,NA,"NULL",0,0,2,0,NA,NA,"STATEN ISLAND"
"93","1364292125576282113",2021-02-23,"@JackKennedy got staten island on my pinky queens on my thumb duke
The bronx on my middle finger screamin fuck you
Rock ice in manhattan so they’re  the ring finger
You know i had to keep brooklyn on the trigger finger - papoose (touch it remix)","Twitter for iPhone",FALSE,NA,"NULL",0,0,0,0,NA,NA,"STATEN ISLAND"
"94","1362925336711680000",2021-02-20,"<U+0001F602><U+0001F480> What you smoking? Ah...Cigaret?...NIGGA THAS  CIGAWEED! #rushhour #cannabiscommunity #newport #cannabis #funny #weedmemes #weedmemesdaily #newyork #statenislandny @ Staten Island, New York https://t.co/uNl9Ixu1AR","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,0,0,0,-74.0889,40.6303,"STATEN ISLAND"
"95","1361751992801120259",2021-02-16,"Fucking temptation island tonight lets gooooo @firelorddani","Twitter for iPhone",FALSE,NA,"NULL",0,1,5,0,NA,NA,"STATEN ISLAND"
"96","1361749130503213056",2021-02-16,"She's all dressed up like a movie star
With those flash, flash eyes from behind the bar
With those fuck me eyes, eyes, eyes. 
#vibes #lingere @ Staten Island, New York https://t.co/2XpRBKy0Ah","Instagram",FALSE,"Point","c(-74.0889, 40.6303)",0,1,2,0,-74.0889,40.6303,"STATEN ISLAND"
"97","1358773249715429377",2021-02-08,"And im a Staten Island nigga straight up 

Shouts to @hobgoblinbeats https://t.co/amsAtHJHgL","Twitter for Android",FALSE,NA,"NULL",1,0,10,1,NA,NA,"STATEN ISLAND"
